name,collection,material,x,y,z,a_mm,b_mm,length_mm,source,basis
GF North wall | bottom plate,02 Ground floor walls,MGP10 pine,6.8098,7.835,0.0175,90.0,35.0,769.6,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.053,02 Ground floor walls,MGP10 pine,19.7,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.054,02 Ground floor walls,MGP10 pine,20.15,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.055,02 Ground floor walls,MGP10 pine,20.4291,7.835,1.8267,90.0,35.0,73.1,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.056,02 Ground floor walls,MGP10 pine,21.5791,7.835,1.8267,90.0,35.0,256.9,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.057,02 Ground floor walls,MGP10 pine,21.95,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.058,02 Ground floor walls,MGP10 pine,22.4,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.059,02 Ground floor walls,MGP10 pine,22.85,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.060,02 Ground floor walls,MGP10 pine,23.3,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.061,02 Ground floor walls,MGP10 pine,23.75,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.062,02 Ground floor walls,MGP10 pine,24.2,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.063,02 Ground floor walls,MGP10 pine,24.5127,7.835,1.8267,90.0,35.0,140.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.064,02 Ground floor walls,MGP10 pine,25.6627,7.835,1.8267,90.0,35.0,189.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.065,02 Ground floor walls,MGP10 pine,26.0,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.066,02 Ground floor walls,MGP10 pine,26.45,7.835,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | nogging.067,02 Ground floor walls,MGP10 pine,26.8013,7.835,1.8267,90.0,35.0,217.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF North wall | anchor washer,09 Bracing and connections,Galvanised connectors,6.625,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.001,09 Bracing and connections,Galvanised connectors,8.425,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.002,09 Bracing and connections,Galvanised connectors,9.325,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.003,09 Bracing and connections,Galvanised connectors,10.225,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.004,09 Bracing and connections,Galvanised connectors,11.125,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.005,09 Bracing and connections,Galvanised connectors,12.025,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.006,09 Bracing and connections,Galvanised connectors,12.925,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.007,09 Bracing and connections,Galvanised connectors,13.825,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.008,09 Bracing and connections,Galvanised connectors,14.725,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.009,09 Bracing and connections,Galvanised connectors,15.625,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.010,09 Bracing and connections,Galvanised connectors,16.525,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.011,09 Bracing and connections,Galvanised connectors,17.425,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.012,09 Bracing and connections,Galvanised connectors,18.325,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.013,09 Bracing and connections,Galvanised connectors,19.225,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.014,09 Bracing and connections,Galvanised connectors,20.125,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.015,09 Bracing and connections,Galvanised connectors,21.025,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.016,09 Bracing and connections,Galvanised connectors,21.925,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.017,09 Bracing and connections,Galvanised connectors,22.825,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.018,09 Bracing and connections,Galvanised connectors,23.725,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.019,09 Bracing and connections,Galvanised connectors,24.625,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF North wall | anchor washer.020,09 Bracing and connections,Galvanised connectors,25.525,7.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
GF East entry and bedroom | bottom plate,02 Ground floor walls,MGP10 pine,26.945,0.2826,0.0175,90.0,35.0,475.2,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | bottom plate.001,02 Ground floor walls,MGP10 pine,26.945,4.0137,0.0175,90.0,35.0,986.9,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | bottom plate.002,02 Ground floor walls,MGP10 pine,26.945,6.9911,0.0175,90.0,35.0,1687.9,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | top plate lower,02 Ground floor walls,MGP10 pine,26.945,3.94,2.6725,90.0,45.0,7790.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | top plate upper,02 Ground floor walls,MGP10 pine,26.945,3.94,2.7175,90.0,45.0,7790.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 king stud,02 Ground floor walls,MGP10 pine,26.945,0.4502,1.3425,45.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 king stud.001,02 Ground floor walls,MGP10 pine,26.945,3.5902,1.3425,45.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 jack stud,02 Ground floor walls,MGP10 pine,26.945,0.4952,1.2175,45.0,90.0,2365.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 jack stud.001,02 Ground floor walls,MGP10 pine,26.945,3.5452,1.2175,45.0,90.0,2365.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 LVL lintel,02 Ground floor walls,LVL beams,26.945,2.0202,2.52,90.0,240.0,3100.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 head cripple,02 Ground floor walls,MGP10 pine,26.945,0.945,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 head cripple.001,02 Ground floor walls,MGP10 pine,26.945,1.395,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 head cripple.002,02 Ground floor walls,MGP10 pine,26.945,1.845,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 head cripple.003,02 Ground floor walls,MGP10 pine,26.945,2.295,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 head cripple.004,02 Ground floor walls,MGP10 pine,26.945,2.745,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | W01 bed 1 head cripple.005,02 Ground floor walls,MGP10 pine,26.945,3.195,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry king stud,02 Ground floor walls,MGP10 pine,26.945,4.4371,1.3425,45.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry king stud.001,02 Ground floor walls,MGP10 pine,26.945,6.2171,1.3425,45.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry jack stud,02 Ground floor walls,MGP10 pine,26.945,4.4821,1.1875,45.0,90.0,2305.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry jack stud.001,02 Ground floor walls,MGP10 pine,26.945,6.1721,1.1875,45.0,90.0,2305.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry LVL lintel,02 Ground floor walls,LVL beams,26.945,5.3271,2.435,90.0,190.0,1740.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry head cripple,02 Ground floor walls,MGP10 pine,26.945,4.545,2.59,35.0,90.0,120.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry head cripple.001,02 Ground floor walls,MGP10 pine,26.945,4.995,2.59,35.0,90.0,120.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry head cripple.002,02 Ground floor walls,MGP10 pine,26.945,5.445,2.59,35.0,90.0,120.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | D01 double entry head cripple.003,02 Ground floor walls,MGP10 pine,26.945,5.895,2.59,35.0,90.0,120.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | common stud,02 Ground floor walls,MGP10 pine,26.945,0.0625,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | common stud.001,02 Ground floor walls,MGP10 pine,26.945,7.8175,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | common stud.002,02 Ground floor walls,MGP10 pine,26.945,3.645,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | common stud.003,02 Ground floor walls,MGP10 pine,26.945,4.095,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | common stud.004,02 Ground floor walls,MGP10 pine,26.945,6.345,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | common stud.005,02 Ground floor walls,MGP10 pine,26.945,6.795,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | common stud.006,02 Ground floor walls,MGP10 pine,26.945,7.245,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | common stud.007,02 Ground floor walls,MGP10 pine,26.945,7.695,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging,02 Ground floor walls,MGP10 pine,26.945,0.2564,0.9133,90.0,35.0,352.7,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.001,02 Ground floor walls,MGP10 pine,26.945,3.87,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.002,02 Ground floor walls,MGP10 pine,26.945,4.2661,0.9133,90.0,35.0,307.1,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.003,02 Ground floor walls,MGP10 pine,26.945,6.2811,0.9133,90.0,35.0,92.9,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.004,02 Ground floor walls,MGP10 pine,26.945,6.57,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.005,02 Ground floor walls,MGP10 pine,26.945,7.02,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.006,02 Ground floor walls,MGP10 pine,26.945,7.47,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.007,02 Ground floor walls,MGP10 pine,26.945,7.7563,0.9133,90.0,35.0,87.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.008,02 Ground floor walls,MGP10 pine,26.945,0.2564,1.8267,90.0,35.0,352.7,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.009,02 Ground floor walls,MGP10 pine,26.945,3.87,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.010,02 Ground floor walls,MGP10 pine,26.945,4.2661,1.8267,90.0,35.0,307.1,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.011,02 Ground floor walls,MGP10 pine,26.945,6.2811,1.8267,90.0,35.0,92.9,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.012,02 Ground floor walls,MGP10 pine,26.945,6.57,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.013,02 Ground floor walls,MGP10 pine,26.945,7.02,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.014,02 Ground floor walls,MGP10 pine,26.945,7.47,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | nogging.015,02 Ground floor walls,MGP10 pine,26.945,7.7563,1.8267,90.0,35.0,87.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
GF East entry and bedroom | anchor washer,09 Bracing and connections,Galvanised connectors,26.945,0.245,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
